"brain__g1"	"heart__g2"	"kidney__g3"	"liver__g4"	"skeletal.muscle.organ__g5"
"ENSGALG00000047670"	239	0	1395	0	1
"ENSGALG00000047713"	112	8	557	955	3
"ENSGALG00000047720"	687	22	471	7	17
"ENSGALG00000047764"	1	1172	17	0	429
"ENSGALG00000047769"	8	4	59	1150	4
"ENSGALG00000047807"	0	1	1	4875	2
"ENSGALG00000047827"	236	28	39	1211	20
"ENSGALG00000047857"	1269	39	96	17	11
"ENSGALG00000047864"	70	66	90	900	9
"ENSGALG00000047890"	1143	12	56	77	8
"ENSGALG00000047910"	146	1049	100	60	7
"ENSGALG00000047929"	714	942	3257	690	253
"ENSGALG00000047969"	1513	4	2	0	0
"ENSGALG00000047990"	357	28	10	3	8
"ENSGALG00000047997"	1	15	0	0	1229
"ENSGALG00000047998"	12	429	7	11	0
"ENSGALG00000048002"	252	322	2398	643	63
"ENSGALG00000048017"	2388	4	2	0	1
"ENSGALG00000048024"	108	3	744	3	0
"ENSGALG00000048048"	15	24	879	10	9
"ENSGALG00000048064"	36	17	14	18	18095
"ENSGALG00000048092"	4	1	10	743	2
"ENSGALG00000048104"	67	11	12785	7	9
"ENSGALG00000048115"	1632	182	647	15	144
"ENSGALG00000048144"	130	777	66	38	51
"ENSGALG00000048159"	177	112	1024	163	26
"ENSGALG00000048164"	556	16	31	34	8
"ENSGALG00000048165"	6869	248	1160	344	41
"ENSGALG00000048179"	45	255	57	1	42
"ENSGALG00000048205"	475	92	716	1931	188
"ENSGALG00000048232"	1213	43	67	41	5
"ENSGALG00000048258"	52	0	10047	3	6
"ENSGALG00000048285"	150	256	1937	1043	24
"ENSGALG00000048295"	4	2	434	0	0
"ENSGALG00000048310"	5	11531	2	2	29710
"ENSGALG00000048337"	15	376	0	0	269
"ENSGALG00000048343"	8	5	592	644	1
"ENSGALG00000048370"	1	0	842	21	0
"ENSGALG00000048415"	291	27	6	0	9
"ENSGALG00000048459"	499	13	0	3	4
"ENSGALG00000048467"	1600	18	194	14	21
"ENSGALG00000048486"	2	2	1628	1	1
"ENSGALG00000048488"	2347	104	245	6	139
"ENSGALG00000048493"	10	11	253	7	2
"ENSGALG00000048546"	2	7	559	4	2507
"ENSGALG00000048583"	1486	1	42	4	25
"ENSGALG00000048588"	330	53	727	11	3
"ENSGALG00000048602"	340	0	141	0	0
"ENSGALG00000048624"	228	1	295	88	5
"ENSGALG00000048674"	373	390	3734	113	1458
"ENSGALG00000048682"	1	0	4	0	55072
"ENSGALG00000048687"	156	249	5478	814	240
"ENSGALG00000048771"	67	426	143	22	40
"ENSGALG00000048793"	23	0	1086	0	0
"ENSGALG00000048815"	1	1	1	424	0
"ENSGALG00000048876"	6	9	39	970	3
"ENSGALG00000048910"	289	28	59	11	13
"ENSGALG00000048923"	2043	73	79	32	54
"ENSGALG00000048948"	1047	100	379	86	27
"ENSGALG00000048996"	288	57	38	3	36
"ENSGALG00000049003"	31	2	43	737	3
"ENSGALG00000049065"	86	1305	230	657	11
"ENSGALG00000049067"	447	0	2	1	0
"ENSGALG00000049068"	1067	7	10	16	1
"ENSGALG00000049127"	466	1	0	0	3
"ENSGALG00000049157"	435	32	66	23	0
"ENSGALG00000049193"	332	133	62	24	27
"ENSGALG00000049199"	5	18	1194	0	1
"ENSGALG00000049231"	10	13	3090	508	9
"ENSGALG00000049293"	472	31	31	10	8
"ENSGALG00000049318"	50	27	484	1279	42
"ENSGALG00000049348"	167	144	151	64	856
"ENSGALG00000049379"	802	380	115	141	16
"ENSGALG00000049395"	746	45	173	12	12
"ENSGALG00000049401"	758	72	205	42	169
"ENSGALG00000049402"	77	94	54	1619	18
"ENSGALG00000049414"	5	1	2775	8001	4
"ENSGALG00000049422"	52	594	191	24	907
"ENSGALG00000049427"	915	17	14	0	9
"ENSGALG00000049432"	3	1	0	0	570
"ENSGALG00000049441"	279	0	0	0	1
"ENSGALG00000049446"	39	22	542	85	17
"ENSGALG00000049450"	1111	149	1498	254	10
"ENSGALG00000049452"	376	18	17	0	10
"ENSGALG00000049484"	2138	373	1004	225	111
"ENSGALG00000049487"	893	12	3	6	4
"ENSGALG00000049492"	394	83	96	21	24
"ENSGALG00000049504"	47	1559	168	135	1066
"ENSGALG00000049533"	1325	760	2257	160	37308
"ENSGALG00000049545"	1420	252	168	39	277
"ENSGALG00000049557"	430	187	1546	155	41
"ENSGALG00000049561"	751	6	24	8	3
"ENSGALG00000049586"	748	8	64	8	2
"ENSGALG00000049588"	754	195	187	84	88
"ENSGALG00000049638"	438	38	436	132	9
"ENSGALG00000049652"	0	0	1454	872	2
"ENSGALG00000049667"	1037	0	0	0	0
"ENSGALG00000049672"	310	15	16	12	7
"ENSGALG00000049721"	727	102	5173	62	26
"ENSGALG00000049728"	1657	25	8	2	1
"ENSGALG00000049733"	585	1	0	0	0
"ENSGALG00000049741"	495	36	38	19	16
"ENSGALG00000049798"	2264	273	158	98	58
"ENSGALG00000049812"	540	386	2644	652	106
"ENSGALG00000049819"	586	64	29	25	22
"ENSGALG00000049848"	2227	428	104	2	41
"ENSGALG00000049851"	1231	244	337	36	50
"ENSGALG00000049853"	2245	117	168	115	320
"ENSGALG00000049883"	40	72	73	41	447
"ENSGALG00000049891"	1	27	2137	26	12444
"ENSGALG00000049949"	346	245	865	119	33
"ENSGALG00000049951"	6574	75	228	34	52
"ENSGALG00000049965"	1063	149	129	94	44
"ENSGALG00000049966"	574	324	1085	24658	294
"ENSGALG00000049973"	0	2	300	0	0
"ENSGALG00000049976"	358	34	110	51	32
"ENSGALG00000049978"	378	4	12	28	2
"ENSGALG00000049986"	366	1	27	1	0
"ENSGALG00000049992"	919	47	4431	209	138
"ENSGALG00000050049"	1174	293	572	53	48
"ENSGALG00000050058"	4599	731	137	47	4601
"ENSGALG00000050075"	1806	53	34	6	14
"ENSGALG00000050086"	61	1977	31	33	160
"ENSGALG00000050089"	2	447	0	0	2558
"ENSGALG00000050125"	603	40	29	6	1
"ENSGALG00000050207"	113	401	119	9	36
"ENSGALG00000050258"	435	43	166	123	9
"ENSGALG00000050294"	15	10	1215	159	4
"ENSGALG00000050313"	3	0	892	17	3
"ENSGALG00000050314"	1194	329	240	110	193
"ENSGALG00000050352"	17	27	571	224	7
"ENSGALG00000050400"	3	5	1838	1120	0
"ENSGALG00000050406"	0	285	2239	32	2
"ENSGALG00000050420"	392	0	30	5	0
"ENSGALG00000050440"	3	0	9	446	0
"ENSGALG00000050442"	288	6	0	9	3
"ENSGALG00000050470"	82	125	571	211	41
"ENSGALG00000050515"	452	45	689	74	6
"ENSGALG00000050553"	4	0	1054	28	2
"ENSGALG00000050564"	33	16	441	38	13
"ENSGALG00000050586"	404	87	1277	456	56
"ENSGALG00000050596"	587	348	561	4120	78
"ENSGALG00000050602"	0	0	482	0	0
"ENSGALG00000050634"	386	247	6742	33478	38
"ENSGALG00000050676"	299	1	29	0	0
"ENSGALG00000050688"	0	208	1	0	1311
"ENSGALG00000050713"	24	214	54	14	353
"ENSGALG00000050717"	0	2	2	1	7543
"ENSGALG00000050734"	41	24	886	301	6
"ENSGALG00000050737"	8	1	374	77	0
"ENSGALG00000050742"	719	95	134	14	263
"ENSGALG00000050750"	647	57	2	2	8
"ENSGALG00000050753"	14	1	2957	72	2
"ENSGALG00000050796"	93	118	725	212	23
"ENSGALG00000050806"	1	0	65	2608	0
"ENSGALG00000050830"	7005	275	42	13	14
"ENSGALG00000050831"	16	15	788	652	3
"ENSGALG00000050840"	1160	216	189	11	7
"ENSGALG00000050857"	25	1	822	2	1
"ENSGALG00000050860"	13	4	1	0	371
"ENSGALG00000050887"	2899	19	182	24	6
"ENSGALG00000050897"	1788	304	68	19	377
"ENSGALG00000050921"	0	0	402	89	0
"ENSGALG00000050931"	3911	85	27	15	3
"ENSGALG00000050943"	837	77	152	63	2
"ENSGALG00000050946"	6	152	103	625	0
"ENSGALG00000051022"	110	70	9	2	374
"ENSGALG00000051025"	1198	1	10	0	0
"ENSGALG00000051055"	2054	5	23	1	0
"ENSGALG00000051104"	938	61	14	75	8
"ENSGALG00000051148"	17	353	20	8	8
"ENSGALG00000051152"	71	1601	33	278	1902
"ENSGALG00000051159"	534	235	1802	363	136
"ENSGALG00000051174"	3	400	19	21	82
"ENSGALG00000051184"	110	131	35	22	407
"ENSGALG00000051209"	262	31	22	1	14
"ENSGALG00000051229"	2	1067	1	4	6222
"ENSGALG00000051274"	1068	71	62	27	28
"ENSGALG00000051279"	133	49	1	30	676
"ENSGALG00000051290"	66	101	124	400	8
"ENSGALG00000051301"	3	5	7466	2182	5
"ENSGALG00000051311"	1	1	1384	1066	1
"ENSGALG00000051336"	546	86	66	44	24
"ENSGALG00000051337"	28	6	29	1787	2
"ENSGALG00000051412"	3052	417	279	151	67
"ENSGALG00000051443"	570	25	260	22	6
"ENSGALG00000051458"	29	61	49	23	318
"ENSGALG00000051496"	1265	86	118	29	9
"ENSGALG00000051505"	94	49	500	7	17
"ENSGALG00000051534"	689	60	195	56	35
"ENSGALG00000051546"	168	83	24	14	448
"ENSGALG00000051548"	672	20	29	30	33
"ENSGALG00000051550"	2370	0	150	7	3
"ENSGALG00000051559"	107	69	342	27	37
"ENSGALG00000051607"	0	0	0	405	0
"ENSGALG00000051621"	7015	238	824	334	167
"ENSGALG00000051638"	338	4	5	1	5
"ENSGALG00000051660"	42	4	646	3	4
"ENSGALG00000051676"	1264	4	5	2	2
"ENSGALG00000051746"	3	1	2751	11	1
"ENSGALG00000051748"	6	8	54	10	1469
"ENSGALG00000051750"	428	2	1	3	0
"ENSGALG00000051776"	23	34652	27	3	184824
"ENSGALG00000051832"	46	23	76	401	24
"ENSGALG00000051848"	6747	20	44	4	3
"ENSGALG00000051871"	7	4	9	3065	0
"ENSGALG00000051882"	4	29	59375	4	20
"ENSGALG00000051919"	333	9	5	0	1
"ENSGALG00000051939"	0	0	1	0	4787
"ENSGALG00000051980"	423	49	13	34	4
"ENSGALG00000051984"	49	53	907	75	0
"ENSGALG00000052014"	532	162	7785	6553	37
"ENSGALG00000052027"	391	5	10	7	7
"ENSGALG00000052052"	88	2	569	737	2
"ENSGALG00000052061"	1071	2	2	1	2
"ENSGALG00000052087"	9	310	362	103	9
"ENSGALG00000052156"	16	1	17	935	5
"ENSGALG00000052184"	8382	70	51	11	17
"ENSGALG00000052192"	10355	1165	2723	753	401
"ENSGALG00000052193"	285	0	0	0	0
"ENSGALG00000052243"	0	1	23	389	0
"ENSGALG00000052250"	0	6	3	221	318
"ENSGALG00000052259"	446	111	139	50	7
"ENSGALG00000052271"	17	53	1884	44	11
"ENSGALG00000052274"	461	149	1	2	0
"ENSGALG00000052298"	0	1	369	0	0
"ENSGALG00000052302"	2894	8859	52	25	7874
"ENSGALG00000052306"	2	17	1849	382	1
"ENSGALG00000052307"	343	1	0	0	3
"ENSGALG00000052318"	36	75	143	24	1221
"ENSGALG00000052336"	1101	2	27	0	1
"ENSGALG00000052396"	305	62	126	21	13
"ENSGALG00000052401"	5	7	382	1	1
"ENSGALG00000052478"	0	1	3574	0	3
"ENSGALG00000052494"	496	150	26	12	5
"ENSGALG00000052497"	63	79	142	70	14875
"ENSGALG00000052514"	733	366	520	3068	42
"ENSGALG00000052526"	17	246	4	0	752
"ENSGALG00000052583"	1	0	0	2635	1
"ENSGALG00000052629"	1418	392	203	85	154
"ENSGALG00000052653"	1349	46	13	0	5
"ENSGALG00000052740"	37	36	403	77	65
"ENSGALG00000052741"	0	9329	3	0	19875
"ENSGALG00000052743"	2705	325	239	71	15
"ENSGALG00000052782"	414	67	53	17	45
"ENSGALG00000052786"	56	22	262	55	27
"ENSGALG00000052799"	394	50	281	44	9
"ENSGALG00000052829"	50	2	1	348	0
"ENSGALG00000052853"	0	301	20	4	23
"ENSGALG00000052872"	0	10	54	62	412
"ENSGALG00000052873"	4846	840	460	157	781
"ENSGALG00000052887"	1	1	10	702	0
"ENSGALG00000052907"	7	5437	6	2	6097
"ENSGALG00000052918"	6	22	14	262	2
"ENSGALG00000052924"	487	1	0	0	4
"ENSGALG00000052929"	315	2	2	0	0
"ENSGALG00000052932"	103	663	800	10	190
"ENSGALG00000052941"	7	1	327	1	0
"ENSGALG00000052952"	738	250	86	53	18
"ENSGALG00000052970"	582	0	2	0	3
"ENSGALG00000052983"	511	137	1905	2829	15
"ENSGALG00000052991"	166	110	1311	296	215
"ENSGALG00000053000"	7475	1934	256	220	409
"ENSGALG00000053013"	472	449	15	4	0
"ENSGALG00000053025"	7	21	582	48	1
"ENSGALG00000053046"	59	21	384	26	25650
"ENSGALG00000053055"	27	7	19	12	2399
"ENSGALG00000053074"	0	0	5	2675	0
"ENSGALG00000053092"	0	2	3	268	2
"ENSGALG00000053095"	839	218	10338	4426	171
"ENSGALG00000053105"	1458	75	620	16	7
"ENSGALG00000053106"	252	47	60	2	24
"ENSGALG00000053112"	15	0	376	10	0
"ENSGALG00000053130"	9	58	41	13	2541
"ENSGALG00000053152"	1925	148	293	114	426
"ENSGALG00000053167"	483	184	8996	203	82
"ENSGALG00000053247"	84	4	281	1	4
"ENSGALG00000053254"	343	269	25344	4403	105
"ENSGALG00000053281"	3026	924	358	4	3202
"ENSGALG00000053293"	253	0	1	0	0
"ENSGALG00000053296"	71	48	724	239	11
"ENSGALG00000053303"	8	14	307	187	1
"ENSGALG00000053336"	2	531	2	0	103
"ENSGALG00000053351"	32	492	776	83	23
"ENSGALG00000053358"	0	0	252	277	2
"ENSGALG00000053385"	84	24	328	307	6
"ENSGALG00000053388"	510	55	55	8	24
"ENSGALG00000053408"	10	6	0	5	13694
"ENSGALG00000053449"	292	2	1	0	1
"ENSGALG00000053457"	1114	110	27	8	23
"ENSGALG00000053460"	340	0	1	0	0
"ENSGALG00000053511"	18	295	67	29	11
"ENSGALG00000053513"	2692	40	77	70	11
"ENSGALG00000053543"	107	7	295	25	3
"ENSGALG00000053549"	280	12	3	31	2
"ENSGALG00000053580"	5	4	472	12	35
"ENSGALG00000053585"	52	456	77	48	1521
"ENSGALG00000053608"	346	36	54	33	5
"ENSGALG00000053624"	22	334	26	1	15
"ENSGALG00000053625"	33	6	3	2	5260
"ENSGALG00000053631"	18	17	1300	93	5
"ENSGALG00000053647"	24	7	51	1109	3
"ENSGALG00000053670"	278	42	66	23	29
"ENSGALG00000053676"	3035	117	61	43	31
"ENSGALG00000053697"	315	2	108	0	3
"ENSGALG00000053721"	92	75	12	10	282
"ENSGALG00000053833"	0	0	526	139	0
"ENSGALG00000053846"	149	1040	139	5	799
"ENSGALG00000053867"	373	287	51	41	1076
"ENSGALG00000053914"	31	11	4937	10	3
"ENSGALG00000053916"	46	148	49	672	17
"ENSGALG00000053950"	885	485	195	40	30
"ENSGALG00000053962"	340	14	25	6	2
"ENSGALG00000053970"	350	52	33	6	4
"ENSGALG00000053999"	122	22	616	34	7
"ENSGALG00000054033"	4	2	8	1	85744
"ENSGALG00000054057"	1561	131	88	28	65
"ENSGALG00000054072"	794	53	285	48	21
"ENSGALG00000054099"	576	12	281	132	0
"ENSGALG00000054150"	810	53	24	10	8
"ENSGALG00000054163"	22	311	31	2	83
"ENSGALG00000054187"	1793	2	0	0	51
"ENSGALG00000054209"	56	122	274	32	12
"ENSGALG00000054223"	511	323	42	32	1903
"ENSGALG00000054227"	1256	0	3	0	0
"ENSGALG00000054250"	425	12	41	5	3
"ENSGALG00000054287"	259	58	14	3	59
"ENSGALG00000054304"	81	45	957	225	18
"ENSGALG00000054319"	177	18	541	1338	20
"ENSGALG00000054366"	75	100	630	158	7
"ENSGALG00000054420"	5608	246	682	62	367
"ENSGALG00000054442"	2	7	3	9085	11
"ENSGALG00000054445"	515	0	0	0	0
"ENSGALG00000054473"	2625	15	17020	10	11
"ENSGALG00000054512"	556	630	2183	223	52
"ENSGALG00000054523"	411	43	156	25	16
"ENSGALG00000054578"	300	41	113	35	8
"ENSGALG00000054596"	0	0	1083	17	4
"ENSGALG00000054604"	24	2	0	0	896
"ENSGALG00000054637"	365	36	273	64	23
"ENSGALG00000054650"	477	1	7	0	635
"ENSGALG00000054655"	15	566	29	245	700
"ENSGALG00000054657"	532	127	172	26	39
"ENSGALG00000054662"	40	272	60	1	163
"ENSGALG00000054675"	609	0	0	0	0
"ENSGALG00000054772"	1161	104	374	1	4
"ENSGALG00000054779"	533	206	1335	124	161
"ENSGALG00000054783"	2406	871	18533	1577	130
"ENSGALG00000054795"	2	0	0	252	0
"ENSGALG00000054822"	6	8	367	213	3
"ENSGALG00000054823"	308	18	2	9	2
"ENSGALG00000054831"	894	5085	76	1	0
"ENSGALG00000054851"	365	1	0	0	2
"ENSGALG00000054904"	755	2	6	1	1
"ENSGALG00000054913"	57	183	1037	102	11
"ENSGALG00000054931"	794	197	208	81	126
"ENSGALG00000054937"	42	408	22	14	12
"ENSGALG00000054943"	701	10	22	69	3
"ENSGALG00000054952"	98	33	346	54	3
"ENSGALG00000054968"	297	1	5	0	2
"ENSGALG00000054974"	0	968	4	1363	353
"ENSGALG00000054981"	1	9	0	17805	16
"ENSGALG00000055022"	192	278	31	10	14
"ENSGALG00000055026"	49	820	0	0	356
"ENSGALG00000055061"	4928	52	82	43	229
"ENSGALG00000055108"	998	2	1	0	0
